"","RID","gender","age","religious_identity","caste","educ_level","employment_status","annual_household_income","marital_status","party_support","should_women_run","registered_to_vote","pol_engagement","vote_2019_national","vote_2020_delhi","country_direction","modi_approval","lib_cons_scale","most_imp_issue","support_wrb","village_res","state_res","national_res","no_res","village_res_treat","state_res_treat","national_res_treat","sc_st_res_treat","village_res_control","state_res_control","national_res_control","sc_st_res_control","news_verification","woman_false_1","woman_false_2","woman_false_3","male_false_1","male_false_2","male_false_3","male_false_4","male_true_1","male_true_2","female_true_1","female_true_2","female_true_3","Treatment","Control","response_id","caste_bin","edu","employed","household_inc","marriage","vote_2019","vote_2020","political_engagement","ideology_scale","religion","wrb"
"966","R_2AZSt4UaEfp6j0F","1",30,"Hindu","Other backward classes (OBCs)","Graduate","Homemaker","₹0 - ₹2,50,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","No","Yes","Right direction","Approve","Liberal","Military tensions","Yes","Village","State","National","","Yes","Yes","Yes","No","","","","","Yes",3,1,3,4,2,1,1,1,1,2,2,2,1,NA,"5f7f354f-ce73-7976-53ab-61a00fd10076","1","1","1",1,"1",0,1,0.5,6,"Hindu",1
"967","R_2wKy5X0AAkp9gWH","0",19,"Hindu","Forward castes","Higher secondary/Senior secondary","Self-employed/freelance","₹10,00,001 - ₹20,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","No","No","Right direction","Approve","Liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,2,4,2,2,2,3,3,4,4,2,1,NA,"5f7f361d-ccdf-54da-881b-d97f36957b55","0","0","1",4,"0",0,0,0,6,"Hindu",1
"968","R_3LiOpTom4jm0UEi","0",28,"Hindu","Other backward classes (OBCs)","Graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,2,2,1,2,2,2,2,3,2,2,2,1,NA,"5f7f359a-a9dc-f33c-ef26-fa6db99d4eed","1","1","1",3,"0",1,1,1,4,"Hindu",1
"969","R_2OME4H5DIJRDpho","1",39,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,3,3,3,3,3,3,4,3,2,NA,1,"5f7f3546-2f20-c776-e889-4e6517938b01","1","1","1",3,"1",1,1,1,7,"Hindu",1
"970","R_zSyOa7MWIgVEwQ9","1",29,"Sikh","Scheduled castes","Graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Caste discrimination","Yes","Village","","","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,3,3,2,2,4,2,4,4,3,4,NA,1,"5f7f3586-d90f-fcee-3c4f-8cd3987eb163","1","1","1",3,"1",1,1,1,4,"Other",1
"971","R_25RgJlsnvIs9s1v","1",37,"Hindu","Forward castes","Graduate","Self-employed/freelance","₹0 - ₹2,50,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Disapprove","Moderate; middle of the road","Economic downturn","Yes","Village","","National","","","","","","Yes","No","Yes","Yes","Yes",4,1,1,4,4,3,2,2,4,3,2,1,NA,1,"5f7f35c4-057e-5b4c-c1e9-4530b73a1517","0","1","1",1,"1",1,1,1,4,"Hindu",1
"972","R_9FXUyBqz81IVIyJ","1",27,"Hindu","Forward castes","Graduate","Employed","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,1,1,1,4,1,1,1,4,4,1,1,NA,"5f7f35b5-0dd0-d374-014d-45732d683c69","0","1","1",2,"1",1,1,1,7,"Hindu",1
"973","R_2ZIlGWc9gFW5XsT","1",46,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Military tensions","Yes","Village","","","","Yes","No","No","No","","","","","Yes",3,3,2,1,1,2,1,3,2,3,3,1,1,NA,"5f7f359d-8dd7-b62c-d195-2ea1930369fa","0","1","1",3,"0",1,1,1,4,"Hindu",1
"974","R_0kO8A9vpdKU7PCF","0",36,"Hindu","Forward castes","Post-graduate","Employed","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","Yes","Yes","Right direction","Approve","Haven't thought much about this","Caste discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","No","Yes",1,2,2,1,1,2,1,1,1,1,1,1,NA,1,"5f7f3593-34f1-b2e8-9890-941e12d7d3ab","0","1","1",6,"1",1,1,1,NA,"Hindu",1
"975","R_2dBeaXC7FKqLBLx","0",22,"Hindu","Forward castes","Graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Never married","None of the above",1,"Yes","Somewhat engaged","Yes","No","Wrong track","Approve","Conservative","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Maybe","Yes",1,2,2,2,3,4,3,4,2,1,3,4,NA,1,"5f7f360b-e5e2-e70e-0e8c-b5cee32a9a5d","0","1","1",3,"0",1,0,0.5,2,"Hindu",1
"976","R_3OjP6WnK3AGceV4","1",34,"Hindu","Forward castes","Doctorate","Employed","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7f358f-122f-e094-2ac8-3e9919d7143a","0","1","1",8,"1",1,1,1,7,"Hindu",1
"977","R_3L5vlrhdXLjZjFb","1",28,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Aam Aadmi Party (AAP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,2,3,3,1,2,2,2,2,4,2,NA,NA,1,"5f7f358f-cca6-01f0-1609-fdc1af86b3f2","0","1","1",3,"0",1,1,1,7,"Hindu",1
"978","R_3FWivYOOGoUXmlS","1",38,"Muslim","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic inequality","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,3,3,4,4,3,2,4,4,3,3,1,NA,"5f7f363a-39ab-6a7f-e948-50ebae9b0cce","0","1","1",3,"1",1,1,1,1,"Muslim",1
"979","R_SPjBL1H0ZHJN7Sp","0",29,"Hindu","Forward castes","Graduate","Self-employed/freelance","₹2,50,001 - ₹5,00,000","Never married","None of the above",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Extremely conservative","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,4,4,2,2,3,4,4,3,4,4,3,NA,1,"5f7f367c-441f-6107-73d3-806740d6e869","0","1","1",2,"0",1,1,1,1,"Hindu",1
"980","R_1H2kQTKnA3dVndG","0",40,"Hindu","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","No","No","Wrong track","Approve","Extremely liberal","Economic inequality","No","Village","State","National","","","","","","No","No","No","","Yes",2,2,2,2,2,1,2,2,2,3,4,2,NA,1,"5f7f359a-4563-29c2-86fc-82e9abdfa886","0","1","1",3,"1",0,0,0,7,"Hindu",0
"981","R_21yKDvYuZ08mJQt","1",42,"Muslim","Forward castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","","","","","","","Yes","Yes","Yes","Yes","No",4,2,4,2,3,4,4,3,2,4,3,4,NA,1,"5f7f35b8-5461-90aa-fb8c-385f344d8db8","0","1","1",7,"1",1,1,1,7,"Muslim",1
"982","R_3CZx2mt1KG2weP7","0",24,"Hindu","Forward castes","Doctorate","Employed","₹40,00,001 - ₹50,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Gender discrimination","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7f3391-3eb4-1509-e038-b6e682652730","0","1","1",7,"0",1,1,1,5,"Hindu",1
"983","R_d71XWj0YYAhD6x3","0",32,"Hindu","Forward castes","Graduate","Unemployed and looking for work","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Conservative","Economic inequality","No","Village","","","","Yes","No","No","Yes","","","","","Yes",4,1,4,2,1,4,4,2,1,4,4,4,1,NA,"5f7f3561-2821-15bf-45eb-a35e261a6b2c","0","1","0",2,"0",1,1,1,2,"Hindu",0
"984","R_2y9mct5a0JkCKbz","0",30,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly conservative","Gender discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Maybe","Yes",4,2,4,4,4,4,4,4,3,4,4,2,NA,1,"5f7f36a8-2af9-b937-2caa-79dfd5c9c0fb","0","1","1",8,"1",1,1,1,3,"Hindu",1
"985","R_1hMCBzgLhGAfkDs","0",25,"Muslim","Forward castes","Post-graduate","Self-employed/freelance","₹2,50,001 - ₹5,00,000","Other","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Liberal","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Maybe","","","","","Yes",1,1,2,2,3,2,1,3,3,4,2,1,1,NA,"5f7f355c-358e-3195-2e32-52ac14bf8438","0","1","1",2,"0",1,1,1,6,"Muslim",1
"986","R_3scbC2FBMbbSH08","1",39,"Hindu","Scheduled tribe","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic inequality","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,1,3,3,3,2,2,1,3,3,2,3,1,NA,"5f7f353f-6d0a-05fa-a1e5-846f75082fbf","1","1","1",4,"1",1,1,1,7,"Hindu",1
"987","R_YQBSpUn37eTEGJP","0",18,"Christian","Scheduled tribe","Non-technical diploma not equal to a degree","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Other","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","No","No","Right direction","Approve","Moderate; middle of the road","Gender discrimination","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,3,1,1,2,2,2,4,2,4,2,NA,1,"5f7f3679-50f7-175f-1279-7b3a2bf8f357","1","1","1",3,"0",0,0,0,4,"Other",1
"988","R_RWzx7U2ETg4jdMR","0",20,"Hindu","Scheduled tribe","Middle","Student","₹0 - ₹2,50,000","Currently married","None of the above",0,"Yes","Somewhat engaged","Yes","Yes","Right direction","Disapprove","Slightly conservative","Economic inequality","Yes","Village","State","","","","","","","Yes","Yes","Yes","No","Yes",2,3,3,2,2,1,2,4,1,2,4,3,NA,1,"5f7f38a7-7cf9-b26a-00b5-c5fcbafe7ccf","1","0","0",1,"1",1,1,1,3,"Hindu",1
"989","R_1kHolkkOZPI0C0E","1",32,"Hindu","Forward castes","Post-graduate","Employed","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,1,3,1,2,1,1,3,1,3,2,2,1,NA,"5f7f3582-3029-6184-30df-55fcdf700ff4","0","1","1",8,"1",1,1,1,7,"Hindu",1
"990","R_1gefLwA4JMxIln6","0",45,"Hindu","Forward castes","Graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Haven't thought much about this","Military tensions","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,3,1,2,1,2,1,4,2,2,2,NA,1,NA,"5f7f37e2-d414-9482-9d84-5ddd4a1a7d73","0","1","1",4,"1",1,1,1,NA,"Hindu",1
"991","R_2wiwZsY8jlv6wT1","1",40,"Hindu","Other backward classes (OBCs)","Graduate","Employed","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,3,4,4,2,4,3,3,3,3,4,1,NA,"5f7f3597-1dd5-fc47-5322-036264d48178","1","1","1",2,"1",1,1,1,7,"Hindu",1
"992","R_3Kq06bLAIESTSsV","1",26,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","No","Right direction","Approve","Slightly conservative","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,3,2,1,2,1,4,3,2,2,2,2,NA,1,"5f7f3839-5826-e1fb-0e73-924770d7409c","0","1","1",4,"0",1,0,0.5,3,"Hindu",1
"993","R_1jKf4QoKqAjq57y","1",29,"Hindu","Forward castes","Graduate","Employed","₹0 - ₹2,50,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Approve","Slightly conservative","Economic downturn","Yes","","State","","","Yes","Yes","Yes","No","","","","","Yes",1,1,3,3,2,2,2,3,3,2,3,3,1,NA,"5f7f38b0-926e-6677-d85c-de9c23d0bbfc","0","1","1",1,"1",1,1,1,3,"Hindu",1
"994","R_3ktTbuFMSKXdn3x","1",33,"Christian","Forward castes","Post-graduate","Homemaker","₹2,50,001 - ₹5,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,4,3,1,1,1,1,2,2,1,4,1,NA,"5f7f356a-f11e-2fce-10f8-e45acbbbcb69","0","1","1",2,"1",1,1,1,7,"Other",1
"995","R_1DHiM71LbqLxOzC","1",42,"Muslim","Forward castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,4,3,4,3,4,4,3,4,4,4,1,NA,"5f7f3b30-5f65-6c88-44e6-a2704194d58a","0","1","1",7,"1",1,1,1,7,"Muslim",1
"996","R_1jfRVExM5MdVMdq","1",18,"Christian","Scheduled castes","Non-technical diploma not equal to a degree","Student","₹0 - ₹2,50,000","Never married","Indian National Congress (INC)",0,"No","Somewhat engaged","Yes","Yes","Wrong track","Approve","Liberal","Economic downturn","Yes","","State","","","","","","","Yes","No","No","No","No",4,4,4,4,4,4,2,3,4,4,4,4,NA,1,"5f7f3b07-3a3e-a253-6282-9a32ad22d4fe","1","1","0",1,"0",1,1,1,6,"Other",1
"997","R_3pcd3dUGI8bDEMs","1",25,"Hindu","Forward castes","Post-graduate","Employed","₹20,00,001 - ₹30,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,4,4,4,3,3,3,2,3,3,2,1,NA,"5f7f3bb5-c3f8-7018-2ab2-e2df9e92eb76","0","1","1",5,"0",1,1,1,4,"Hindu",1
"998","R_3juF5y3sxmkl3X3","1",26,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","No","Right direction","Approve","Liberal","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,2,1,1,1,1,3,1,2,3,3,NA,1,"5f7f3bfa-2cbd-e9b6-4c38-2a789a7ac651","0","1","1",4,"1",1,0,0.5,6,"Hindu",1
"999","R_1mgBftl2h80mJKW","1",32,"Hindu","Scheduled castes","Graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic inequality","Yes","","","National","","","","","","No","No","Yes","Yes","No",1,1,1,1,1,1,1,1,1,1,1,1,NA,1,"5f7f3afb-ee79-7d38-6d71-8eedc27f9321","1","1","1",5,"1",1,1,1,6,"Hindu",1
"1000","R_32XTd1RzaTNUgyy","1",39,"Muslim","Scheduled castes","Graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,4,3,4,4,4,4,3,4,3,4,4,NA,1,"5f7f3bd3-035b-4249-4054-4590717b207d","1","1","1",5,"1",1,1,1,7,"Muslim",1
"1001","R_1DwNNAeYKL3T3vt","1",42,"Muslim","Forward castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","","","Yes","Yes","No","Yes","","","","","Yes",3,4,4,3,3,3,3,3,3,4,4,3,1,NA,"5f7f3bae-48ac-b933-10e3-b4d250fee15b","0","1","1",7,"1",1,1,1,7,"Muslim",1
"1002","R_3JJK7y2j8pS0COd","1",40,"Hindu","Forward castes","Post-graduate","Employed","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Caste discrimination","Yes","","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,1,1,1,1,1,2,1,3,1,1,1,NA,"5f7f3cf5-7bbc-b7a8-9276-9a8f84991a7a","0","1","1",8,"1",1,1,1,6,"Hindu",1
"1003","R_bORCR5IHCcT5rSF","1",38,"Hindu","Forward castes","Post-graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Conservative","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","No",3,3,3,4,4,4,3,3,4,3,3,4,NA,1,"5f7f3c40-86fd-95ed-5f2e-35ccb56beca1","0","1","1",7,"1",1,1,1,2,"Hindu",1
"1004","R_3Vmp0LrGjWP5xqp","1",20,"Muslim",NA,"Other","Self-employed/freelance","₹0 - ₹2,50,000","Never married","Indian National Congress (INC)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Slightly conservative","Economic inequality","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,1,1,3,1,3,4,1,1,4,2,1,NA,1,"5f7f3d4d-2fbf-9fc3-558a-2cb464d17fde",NA,NA,"1",1,"0",1,1,1,3,"Muslim",1
"1005","R_2BkOBNPoLAN18OD","1",35,"Hindu","Other backward classes (OBCs)","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","No","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",2,2,2,2,3,2,3,3,3,4,2,3,1,NA,"5f7f3d25-31b9-39db-d9a3-797ad8f3f48c","1","1","1",3,"1",1,0,0.5,7,"Hindu",1
"1006","R_1H1vCUkjmSwcpdU","1",32,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","No",4,4,4,4,4,4,3,4,4,4,4,4,NA,1,"5f7f3d70-4f61-d9d3-1929-5dc9e1461271","1","1","1",8,"1",1,1,1,7,"Hindu",1
"1007","R_BFnLIfgS3TTrmHT","1",25,"Hindu","Forward castes","Graduate","Employed","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,1,4,4,4,4,NA,1,"5f7f3d07-b60f-8939-653f-84b45c32da90","0","1","1",2,"1",1,1,1,1,"Hindu",1
"1008","R_24MZMtXGWBYI6mE","1",28,"Hindu","Other backward classes (OBCs)","Graduate","Unemployed and looking for work","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,2,4,1,2,1,1,4,3,4,4,4,1,NA,"5f7f3ab4-3664-7e60-06e6-e710a68fc66a","1","1","0",3,"1",1,1,1,6,"Hindu",1
"1009","R_1pJzhlbPbxQCxYs","1",35,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic inequality","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7f3df5-c3b4-b3b0-5fcc-fb6af618f5b2","1","1","1",3,"1",1,1,1,7,"Hindu",1
"1010","R_2pKOg6MyiXdkXlv","1",30,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,2,1,2,1,1,1,3,1,1,1,1,NA,"5f7f3ec1-2d29-f253-55f4-35a7f95bafb8","0","1","1",4,"1",1,1,1,4,"Hindu",1
"1011","R_2qF6ehiHouRwdbf","1",49,"Hindu","Forward castes","Post-graduate","Homemaker","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","No","Right direction","Approve","Moderate; middle of the road","Military tensions","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,3,2,2,1,3,2,3,2,3,3,3,NA,1,"5f7f3aa4-1090-843a-c055-711333ea3a65","0","1","1",4,"1",1,0,0.5,4,"Hindu",1
